log_id,timestamp,source_ip,destination_ip,port,protocol,bytes_transferred,user_id,status
31c0a3cf-3781-4d5f-b7cc-123ab4f9adb9,2025-09-01T02:22:00,10.0.0.1,61.17.205.208,80,HTTPS,25957,a3a85592-9f3f-4845-87b8-dd199fcdc3cc,SUCCESS
04c799d0-ec50-4f76-9c42-eb91b7cde94a,2025-09-01T02:22:00,10.0.0.1,93.205.72.81,80,HTTP,14446,00f99f6f-5fcc-490a-84f9-6b24911c0b2e,SUCCESS
5bb8615a-b03b-4bcc-9362-9d1842900d61,2025-09-01T02:34:00,10.0.0.1,219.21.116.97,80,TCP,27290,b92c2609-888c-471e-bf61-4363556df9d8,SUCCESS
da9af100-b9db-4206-b2ae-76a64dd3d4c6,2025-09-01T02:34:00,10.0.0.1,186.127.23.240,8080,HTTP,31098,b92c2609-888c-471e-bf61-4363556df9d8,SUCCESS
db6422c3-b4ac-41fc-8bce-bc57ed7a5123,2025-09-01T02:46:00,10.0.0.1,218.114.230.126,22,TCP,22364,7cd584de-ca92-465c-8ea8-5f7ad356bee6,SUCCESS
c86a1702-17e1-4091-98ac-b4448011b203,2025-09-01T02:46:00,10.0.0.1,95.47.195.234,80,HTTP,19028,4b7e389e-8c78-4e72-ab0b-774df43b399e,SUCCESS
4edb68bd-2ba2-40a3-b0b6-429949e16093,2025-09-01T02:51:00,10.0.0.1,156.187.119.177,8080,TCP,70705,f0c2cfac-cf3b-4053-9e79-a6a4c6bbd187,SUCCESS
42a71dbf-7a43-495e-a2ea-83d234df4432,2025-09-01T02:51:00,10.0.0.1,41.12.247.35,8080,HTTP,95770,a3a85592-9f3f-4845-87b8-dd199fcdc3cc,SUCCESS
1b6f7f41-501f-4a7b-993e-9deb0ae50fda,2025-09-01T02:59:00,10.0.0.1,194.42.74.205,80,HTTP,77294,859c34dd-4540-49a3-b26d-f82b1455d905,SUCCESS
ef87feee-da1f-4652-a263-1cde42091bcd,2025-09-01T02:59:00,10.0.0.1,77.215.220.109,8080,HTTPS,34542,57eba2d7-a4fe-48aa-aa7b-ad0e6f1296b7,SUCCESS
0ddce992-0897-4495-ba94-8c8c1c51f2a5,2025-09-01T03:13:00,10.0.0.1,161.108.31.230,8080,TCP,73005,4bc8b8f2-4d6e-4d5e-8d40-a7b6b3d6bb03,SUCCESS
d9482da8-9ec1-488f-bebd-bf08e13e205d,2025-09-01T03:13:00,10.0.0.1,167.220.195.48,22,HTTPS,58603,879c852e-e8e8-45c3-9ead-5fa56c9ecfbc,SUCCESS
d29b31ad-5158-4a27-853a-7340c510c705,2025-09-01T03:26:00,10.0.0.1,36.10.2.215,80,TCP,12016,00f99f6f-5fcc-490a-84f9-6b24911c0b2e,SUCCESS
290315e4-2834-4095-84be-23a6ff274954,2025-09-01T03:26:00,10.0.0.1,28.33.78.253,22,HTTP,16862,ac5e7ada-2f2f-4292-a0e4-18083982547a,SUCCESS
8bc75b0e-b56c-40d5-b5eb-58d4d339bbb3,2025-09-01T03:33:00,10.0.0.1,7.102.245.140,80,TCP,5131,859c34dd-4540-49a3-b26d-f82b1455d905,SUCCESS
3ba0d2a7-3c6e-4bde-b2fe-dd6a0f140d6b,2025-09-01T03:33:00,10.0.0.1,143.152.137.100,80,TCP,45604,4bc8b8f2-4d6e-4d5e-8d40-a7b6b3d6bb03,SUCCESS
01c2128f-42f0-4de2-96c2-cededc0a2918,2025-09-01T03:46:00,10.0.0.1,118.2.180.12,8080,HTTPS,6830,82e7a6a3-1f49-4f5a-8a2a-96e5a654a185,SUCCESS
39435523-1944-4a08-a231-1de8f3dfcaa0,2025-09-01T03:46:00,10.0.0.1,216.214.15.76,22,HTTP,55867,859c34dd-4540-49a3-b26d-f82b1455d905,SUCCESS
121ae76a-b8c9-4fd4-82df-a9e57dab15d2,2025-09-01T04:01:00,10.0.0.1,56.44.124.31,443,HTTPS,31656,3d8cc43f-0f00-40bd-b8b2-34ac61fc0360,SUCCESS
4ebe73c4-b4f2-44a1-94e3-4c197d7245e5,2025-09-01T04:01:00,10.0.0.1,43.175.111.189,22,TCP,45841,9a7a68c7-1b0c-4669-859f-6d352b1e386f,SUCCESS
0b663551-0c6b-4408-a7db-e9e2162077e8,2025-09-01T04:08:00,10.0.0.1,74.175.134.97,22,HTTPS,62474,9a7a68c7-1b0c-4669-859f-6d352b1e386f,SUCCESS
33c765e0-d7eb-46e3-8296-d810bd39b114,2025-09-01T04:08:00,10.0.0.1,119.66.164.169,80,TCP,95852,859c34dd-4540-49a3-b26d-f82b1455d905,SUCCESS
d7edadcc-d04d-46fe-ae32-0b5d1c40198d,2025-09-01T04:21:00,10.0.0.1,200.222.191.62,8080,HTTP,54042,879c852e-e8e8-45c3-9ead-5fa56c9ecfbc,SUCCESS
3d2ae6f4-2ef4-4125-a30f-d431813bd2e5,2025-09-01T04:21:00,10.0.0.1,13.64.100.135,22,HTTPS,18821,7cd584de-ca92-465c-8ea8-5f7ad356bee6,SUCCESS
cda1a15b-6b5b-498d-aae5-d1954e1b5022,2025-09-01T04:27:00,10.0.0.1,144.134.148.32,8080,HTTPS,19309,57eba2d7-a4fe-48aa-aa7b-ad0e6f1296b7,SUCCESS
3fa570da-d6fe-4828-aa96-67c420bff1cd,2025-09-01T04:27:00,10.0.0.1,17.248.91.11,80,HTTP,41685,4b7e389e-8c78-4e72-ab0b-774df43b399e,SUCCESS
05658a90-2cd7-4966-8673-16af8ed583f6,2025-09-01T04:42:00,10.0.0.1,195.46.255.47,8080,HTTPS,21804,00f99f6f-5fcc-490a-84f9-6b24911c0b2e,SUCCESS
49d81e4e-479e-4dff-917d-bf860beb0579,2025-09-01T04:42:00,10.0.0.1,159.156.60.87,8080,HTTP,14343,ac5e7ada-2f2f-4292-a0e4-18083982547a,SUCCESS
a6f5f581-5588-48e4-a1db-a146f5b6b74a,2025-09-01T04:51:00,10.0.0.1,30.83.79.25,22,HTTPS,17668,f0c2cfac-cf3b-4053-9e79-a6a4c6bbd187,SUCCESS
0b87c825-80fe-440d-af8c-17ea96440dae,2025-09-01T04:51:00,10.0.0.1,189.172.0.120,22,HTTP,79652,82e7a6a3-1f49-4f5a-8a2a-96e5a654a185,SUCCESS
7194c525-3fb7-4eaa-827e-f8ddc2d6b059,2025-09-01T04:58:00,10.0.0.1,49.57.188.68,443,TCP,97390,7cd584de-ca92-465c-8ea8-5f7ad356bee6,SUCCESS
932c0b7b-aaba-4081-aa31-8d5c921ae93a,2025-09-01T04:58:00,10.0.0.1,210.6.85.147,80,TCP,90689,3d8cc43f-0f00-40bd-b8b2-34ac61fc0360,SUCCESS
f6f1d90b-6f93-4e6f-8bb9-ef05c8814991,2025-09-01T05:08:00,10.0.0.1,215.81.140.255,8080,HTTP,82947,3d8cc43f-0f00-40bd-b8b2-34ac61fc0360,SUCCESS
a7404044-8d95-48dc-b052-ae2c337369fa,2025-09-01T05:08:00,10.0.0.1,156.201.0.168,8080,HTTPS,37232,879c852e-e8e8-45c3-9ead-5fa56c9ecfbc,SUCCESS
e08eaefc-e699-45a3-86ac-08d1c5df0b96,2025-09-01T05:14:00,10.0.0.1,7.31.47.62,8080,HTTPS,7756,f22aa1cf-fe8b-4e78-8492-b46e0f46ffda,SUCCESS
bf77cc5c-838c-46a2-bac6-62920f6e3713,2025-09-01T05:14:00,10.0.0.1,141.206.211.144,8080,HTTPS,42317,f22aa1cf-fe8b-4e78-8492-b46e0f46ffda,SUCCESS
9cab4108-4cc1-4859-a365-9f6e043b32f4,2025-09-01T05:24:00,10.0.0.1,149.58.38.82,8080,TCP,23548,4b7e389e-8c78-4e72-ab0b-774df43b399e,SUCCESS
2e15f1e2-bb43-48ab-ba4b-062f90078ee6,2025-09-01T05:24:00,10.0.0.1,164.95.45.228,22,HTTPS,17438,4bc8b8f2-4d6e-4d5e-8d40-a7b6b3d6bb03,SUCCESS
82910c52-583b-43d8-97b6-8b4fc318f86b,2025-09-01T05:32:00,10.0.0.1,125.201.238.189,443,HTTPS,43858,4663d48b-596a-4f39-b714-8d69ac9a7d2a,SUCCESS
23dbcabf-3938-4575-b83e-32dea7b09b07,2025-09-01T05:32:00,10.0.0.1,222.237.80.164,443,HTTPS,26458,a3a85592-9f3f-4845-87b8-dd199fcdc3cc,SUCCESS
0200661f-d6be-4e6d-8fec-a796539071da,2025-09-01T05:45:00,10.0.0.1,218.194.109.155,8080,TCP,22022,859c34dd-4540-49a3-b26d-f82b1455d905,SUCCESS
25917ee8-8779-49d4-be02-7037f642276e,2025-09-01T05:45:00,10.0.0.1,187.32.91.30,443,HTTPS,98508,82e7a6a3-1f49-4f5a-8a2a-96e5a654a185,SUCCESS
efee13ae-b130-487d-b0f3-4120066e3051,2025-09-01T05:57:00,10.0.0.1,8.149.194.119,22,HTTP,99910,57eba2d7-a4fe-48aa-aa7b-ad0e6f1296b7,SUCCESS
82dc8ccb-3ef3-4dbf-aff4-ccfd27557554,2025-09-01T05:57:00,10.0.0.1,30.112.41.56,22,HTTP,14841,4b7e389e-8c78-4e72-ab0b-774df43b399e,SUCCESS
a19b7334-4adc-4655-9cf0-1556cac809a5,2025-09-01T06:08:00,10.0.0.1,44.196.201.128,443,HTTPS,99453,5fb2a072-2bab-4b94-9109-9cbea70c5438,SUCCESS
727a3282-6186-4f4f-a383-0d9b57d6dfdc,2025-09-01T06:08:00,10.0.0.1,114.108.58.181,22,TCP,22398,3d8cc43f-0f00-40bd-b8b2-34ac61fc0360,SUCCESS
87713e50-a15e-4e52-b8ff-57ecdf39d62f,2025-09-01T06:21:00,10.0.0.1,46.219.105.61,80,HTTP,51957,7cd584de-ca92-465c-8ea8-5f7ad356bee6,SUCCESS
b2cc62ad-c4a4-4663-8bd7-b4ee06a33150,2025-09-01T06:21:00,10.0.0.1,71.98.157.193,443,HTTPS,59849,89e53854-09b7-4b59-8352-a231c51f8687,SUCCESS
2ecabff3-4de2-459a-a488-dde91188100c,2025-09-01T06:35:00,10.0.0.1,21.4.203.179,22,TCP,77340,4663d48b-596a-4f39-b714-8d69ac9a7d2a,SUCCESS
b95f4700-ccd5-4081-8e1c-3c8addd4ab48,2025-09-01T06:35:00,10.0.0.1,87.224.125.14,22,TCP,67888,859c34dd-4540-49a3-b26d-f82b1455d905,SUCCESS
86a56c45-3f71-44bb-aa21-a1217e950fe6,2025-09-01T06:41:00,10.0.0.1,6.42.121.114,443,HTTP,90061,cea2e75f-1ee1-4b1d-90f5-242f82a02bed,SUCCESS
746fa340-f85c-4942-9a0a-53cedc2a2afb,2025-09-01T06:41:00,10.0.0.1,197.227.13.68,443,HTTP,40545,82e7a6a3-1f49-4f5a-8a2a-96e5a654a185,SUCCESS
c6f1f222-51f9-4240-8d2f-77f5c8843a65,2025-09-01T06:49:00,10.0.0.1,4.12.137.200,22,HTTPS,10913,859c34dd-4540-49a3-b26d-f82b1455d905,SUCCESS
b7dc9f84-f9d2-4f61-be44-05510f4c935a,2025-09-01T06:49:00,10.0.0.1,187.243.239.203,8080,TCP,69290,00f99f6f-5fcc-490a-84f9-6b24911c0b2e,SUCCESS
16759be1-424f-4586-b298-68477cdd4a88,2025-09-01T06:57:00,10.0.0.1,25.27.35.204,80,HTTPS,4698,9a7a68c7-1b0c-4669-859f-6d352b1e386f,SUCCESS
6c568a66-8bfc-4563-a639-c09627593767,2025-09-01T06:57:00,10.0.0.1,43.105.166.217,443,HTTPS,24885,3d8cc43f-0f00-40bd-b8b2-34ac61fc0360,SUCCESS
92c48d26-dfa5-455a-a204-c6ee5fb65929,2025-09-01T07:10:00,10.0.0.1,124.74.81.41,443,HTTP,85075,89e53854-09b7-4b59-8352-a231c51f8687,SUCCESS
7bac0a09-ae7b-4e23-bd24-1ebb5703607b,2025-09-01T07:10:00,10.0.0.1,92.69.210.10,8080,HTTP,50311,4b7e389e-8c78-4e72-ab0b-774df43b399e,SUCCESS
c09dba43-4dc5-4a8a-bb73-a066087a76da,2025-09-01T07:16:00,10.0.0.1,93.66.223.75,8080,TCP,92411,9a7a68c7-1b0c-4669-859f-6d352b1e386f,SUCCESS
726312e9-32d6-4b22-9c5e-ca4418727a53,2025-09-01T07:16:00,10.0.0.1,181.230.182.155,80,HTTPS,35862,4bc8b8f2-4d6e-4d5e-8d40-a7b6b3d6bb03,SUCCESS
d06b87f9-f41c-4334-8469-75fe55f4306d,2025-09-01T07:23:00,10.0.0.1,31.203.215.228,22,HTTP,5015,4663d48b-596a-4f39-b714-8d69ac9a7d2a,SUCCESS
b828f7c1-8137-4cfb-ae27-8fd0feabe9ae,2025-09-01T07:23:00,10.0.0.1,180.138.79.231,80,HTTP,13058,f22aa1cf-fe8b-4e78-8492-b46e0f46ffda,SUCCESS
a2ba284d-c806-44e0-858f-24de04a8f114,2025-09-01T07:30:00,10.0.0.1,174.153.85.61,8080,HTTP,93314,5fb2a072-2bab-4b94-9109-9cbea70c5438,SUCCESS
7ffe3103-d5b5-4ddc-a74a-058d48b64cb4,2025-09-01T07:30:00,10.0.0.1,13.86.72.70,22,TCP,81172,879c852e-e8e8-45c3-9ead-5fa56c9ecfbc,SUCCESS
5cac7f54-ccbf-4115-a215-91128a1e99a2,2025-09-01T07:43:00,10.0.0.1,165.254.237.187,8080,HTTPS,46630,da0f0f7a-8d2c-4ca9-b82e-cda33fba6610,SUCCESS
7d2aeeab-4df7-4658-819e-98ba684c5d20,2025-09-01T07:43:00,10.0.0.1,147.25.57.26,8080,TCP,64788,b92c2609-888c-471e-bf61-4363556df9d8,SUCCESS
a8c99c0d-e2cd-4fe6-95bc-48aecbfe21fc,2025-09-01T07:53:00,10.0.0.1,216.120.250.184,443,TCP,18608,7cd584de-ca92-465c-8ea8-5f7ad356bee6,SUCCESS
d7d20226-2e47-4ffa-8f8b-7bf201726e10,2025-09-01T07:53:00,10.0.0.1,48.223.232.1,443,HTTP,50274,4b7e389e-8c78-4e72-ab0b-774df43b399e,SUCCESS
b91a30ad-12a7-4ce5-8551-5a4ce263e2c8,2025-09-01T08:05:00,10.0.0.1,192.241.226.130,443,HTTPS,4477,7cd584de-ca92-465c-8ea8-5f7ad356bee6,SUCCESS
ddc37a5a-e3b2-4cea-be8c-ce61ea7e566a,2025-09-01T08:05:00,10.0.0.1,65.89.58.82,8080,HTTP,86868,7cd584de-ca92-465c-8ea8-5f7ad356bee6,SUCCESS
06551864-53b5-475e-8166-8700be09dbc1,2025-09-01T08:18:00,10.0.0.1,120.196.120.145,8080,TCP,8874,57eba2d7-a4fe-48aa-aa7b-ad0e6f1296b7,SUCCESS
0d8fa7c6-3bca-4b9f-a39f-a3c39d594243,2025-09-01T08:18:00,10.0.0.1,87.215.194.242,443,HTTP,49516,a3a85592-9f3f-4845-87b8-dd199fcdc3cc,SUCCESS
97de7b0a-5670-474f-ad28-eecd0b61ca44,2025-09-01T08:30:00,10.0.0.1,119.67.77.102,80,HTTP,13630,4663d48b-596a-4f39-b714-8d69ac9a7d2a,SUCCESS
55b1b340-17da-40ed-b30a-df7018334b89,2025-09-01T08:30:00,10.0.0.1,104.227.8.197,8080,TCP,93044,cea2e75f-1ee1-4b1d-90f5-242f82a02bed,SUCCESS
bb14da17-3e1a-484c-ad04-b66abe691efc,2025-09-01T08:41:00,10.0.0.1,70.171.208.98,443,HTTP,78998,f0c2cfac-cf3b-4053-9e79-a6a4c6bbd187,SUCCESS
16798400-eb16-4c7a-9a7a-436f209f0fed,2025-09-01T08:41:00,10.0.0.1,148.223.122.103,443,TCP,85473,82e7a6a3-1f49-4f5a-8a2a-96e5a654a185,SUCCESS
c4fd94b8-c5cd-40bb-a22d-a2437501532b,2025-09-01T08:54:00,10.0.0.1,223.246.172.171,22,HTTP,33899,da0f0f7a-8d2c-4ca9-b82e-cda33fba6610,SUCCESS
e36257cb-afee-4987-8f60-5977901686e3,2025-09-01T08:54:00,10.0.0.1,208.220.20.241,80,HTTPS,35132,89e53854-09b7-4b59-8352-a231c51f8687,SUCCESS
b71fccfb-0b6a-4c79-afc2-00e576f94686,2025-09-01T09:01:00,10.0.0.1,190.80.124.179,22,HTTPS,92870,82e7a6a3-1f49-4f5a-8a2a-96e5a654a185,SUCCESS
456540b6-7a8a-4f27-af3f-9f041374010a,2025-09-01T09:01:00,10.0.0.1,98.32.249.12,8080,HTTP,57948,859c34dd-4540-49a3-b26d-f82b1455d905,SUCCESS
9a065311-320b-4198-8a1a-37b65cd76947,2025-09-01T09:01:00,10.0.0.1,193.225.122.0,80,HTTPS,2999,5fb2a072-2bab-4b94-9109-9cbea70c5438,SUCCESS
f63729e6-6c48-491a-8bb9-20e036c0b5f2,2025-09-01T09:01:00,10.0.0.1,194.1.119.108,443,HTTP,39194,4663d48b-596a-4f39-b714-8d69ac9a7d2a,SUCCESS
b78fb2e6-836b-4549-a8b9-65932d733a36,2025-09-01T09:01:00,10.0.0.1,91.86.218.204,22,HTTPS,91452,4b7e389e-8c78-4e72-ab0b-774df43b399e,SUCCESS
a8cb06dd-7c80-4bfb-8bf4-10f0d6224288,2025-09-01T09:01:00,10.0.0.1,11.68.9.189,443,HTTP,19897,4bc8b8f2-4d6e-4d5e-8d40-a7b6b3d6bb03,SUCCESS
1e6078af-9f0d-4b9e-a5ab-b9522505a794,2025-09-01T09:01:00,10.0.0.1,20.204.175.48,22,HTTP,89803,4663d48b-596a-4f39-b714-8d69ac9a7d2a,SUCCESS
0c1fc993-8601-4b3e-8765-0e65d14e12aa,2025-09-01T09:01:00,10.0.0.1,176.136.136.42,8080,HTTPS,51238,00f99f6f-5fcc-490a-84f9-6b24911c0b2e,SUCCESS
94f97a01-a349-4610-abd1-4968a3d308fc,2025-09-01T09:01:00,10.0.0.1,219.49.219.76,443,HTTPS,27261,3d8cc43f-0f00-40bd-b8b2-34ac61fc0360,SUCCESS
cd8d1108-00a6-49e8-b886-9c1e4a392845,2025-09-01T09:01:00,10.0.0.1,58.113.151.134,443,HTTPS,37243,00f99f6f-5fcc-490a-84f9-6b24911c0b2e,SUCCESS
de3bed10-d85e-4bb3-8f79-a5166e85e42a,2025-09-01T09:11:00,10.0.0.1,48.98.150.10,443,HTTPS,30422,82e7a6a3-1f49-4f5a-8a2a-96e5a654a185,SUCCESS
709ace63-127c-479a-84b1-af0023ab3c42,2025-09-01T09:11:00,10.0.0.1,148.192.154.45,443,HTTP,60210,9a7a68c7-1b0c-4669-859f-6d352b1e386f,SUCCESS
59c47352-f2f2-448d-a910-f62df44d3010,2025-09-01T09:11:00,10.0.0.1,38.79.208.238,22,HTTP,10671,4b7e389e-8c78-4e72-ab0b-774df43b399e,SUCCESS
be9c7b17-4146-410d-820f-281ab2b7222f,2025-09-01T09:11:00,10.0.0.1,199.228.184.16,22,HTTP,26958,ac5e7ada-2f2f-4292-a0e4-18083982547a,SUCCESS
520ac3c8-66b7-4710-98fb-709cf743e126,2025-09-01T09:11:00,10.0.0.1,20.93.164.198,443,TCP,19619,b92c2609-888c-471e-bf61-4363556df9d8,SUCCESS
addbf099-7a11-4d5b-8a0e-3150161d33e5,2025-09-01T09:11:00,10.0.0.1,186.98.130.235,8080,HTTP,70598,cea2e75f-1ee1-4b1d-90f5-242f82a02bed,SUCCESS
2f87c854-8484-47a9-a271-9c80e85387eb,2025-09-01T09:11:00,10.0.0.1,99.136.41.181,80,HTTPS,84574,a3a85592-9f3f-4845-87b8-dd199fcdc3cc,SUCCESS
74564789-0f38-47a4-b112-e0be95b42b16,2025-09-01T09:11:00,10.0.0.1,184.18.194.52,22,HTTP,21986,4bc8b8f2-4d6e-4d5e-8d40-a7b6b3d6bb03,SUCCESS
67f16b35-28fe-440a-831e-f34908abfea1,2025-09-01T09:11:00,10.0.0.1,91.159.134.168,22,HTTPS,75415,57eba2d7-a4fe-48aa-aa7b-ad0e6f1296b7,SUCCESS
631ca421-a804-4698-82b6-6ccf1f54382a,2025-09-01T09:11:00,10.0.0.1,125.174.164.166,80,TCP,69182,7cd584de-ca92-465c-8ea8-5f7ad356bee6,SUCCESS
44500012-5534-4252-b5fd-5a6711687021,2025-09-01T09:24:00,10.0.0.1,87.114.119.41,8080,TCP,38284,f22aa1cf-fe8b-4e78-8492-b46e0f46ffda,SUCCESS
a277a1d0-b414-4cc9-ac0c-977e9f3b89e5,2025-09-01T09:24:00,10.0.0.1,209.193.31.144,80,HTTP,32307,859c34dd-4540-49a3-b26d-f82b1455d905,SUCCESS
c8a596e9-8af7-477c-9cbd-358b539e0029,2025-09-01T09:24:00,10.0.0.1,190.54.26.123,8080,TCP,16132,4bc8b8f2-4d6e-4d5e-8d40-a7b6b3d6bb03,SUCCESS
410c2b38-332b-4fb9-bbdb-60effe829659,2025-09-01T09:24:00,10.0.0.1,10.39.208.176,80,TCP,10481,9a7a68c7-1b0c-4669-859f-6d352b1e386f,SUCCESS
d00b7c8f-89cc-4ca8-8428-e0897080460a,2025-09-01T09:24:00,10.0.0.1,20.145.158.187,8080,HTTPS,67476,82e7a6a3-1f49-4f5a-8a2a-96e5a654a185,SUCCESS
03e74377-530b-48ef-b8d8-532fbe23296f,2025-09-01T09:24:00,10.0.0.1,50.22.164.230,22,TCP,26950,00f99f6f-5fcc-490a-84f9-6b24911c0b2e,SUCCESS
